ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME,AGE_index,GENDER_index,RACE_index,VEHICLE_OWNERSHIP_index,CHILDREN_index,VEHICLE_TYPE_index,MARRIED_index,INCOME_index,VEHICLE_YEAR_index,POSTAL_CODE_index,prediction,AGE_OHE_array_string,GENDER_OHE_array_string,RACE_OHE_array_string,VEHICLE_OWNERSHIP_OHE_array_string,CHILDREN_OHE_array_string,VEHICLE_TYPE_OHE_array_string,MARRIED_OHE_array_string,INCOME_OHE_array_string,VEHICLE_YEAR_OHE_array_string,POSTAL_CODE_OHE_array_string,features_array_string,rawPrediction_array_string,probability_array_string
299927,16-25,male,majority,1,1,poverty,0.2503919654124169,yes,before 2015,yes,yes,10238,11697.003206900365,sedan,0,0,0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,"0.0,0.0,1.0",0.0,1.0,1.0,1.0,1.0,1.0,"0.0,0.0,1.0",1.0,"1.0,0.0,0.0","0.2503919654124169,11697.003206900365,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0","6.533757805616279,13.466242194383724","0.3266878902808139,0.6733121097191861"
300985,16-25,male,majority,1,1,working class,0.4294508663165374,no,before 2015,no,no,92101,14000.0,sedan,0,0,0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,2.0,1.0,"0.0,0.0,1.0",0.0,1.0,0.0,0.0,1.0,0.0,"0.0,0.0,0.0",1.0,"0.0,0.0,1.0","0.4294508663165374,14000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0","3.8021620741200355,16.197837925879963","0.19010810370600179,0.8098918962939982"
301242,26-39,female,majority,2,2,middle class,0.4500145680826032,yes,before 2015,no,yes,10238,13000.0,sedan,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"1.0,0.0,0.0",1.0,1.0,1.0,1.0,1.0,0.0,"0.0,1.0,0.0",1.0,"1.0,0.0,0.0","0.4500145680826032,13000.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0","17.181324080950983,2.818675919049017","0.8590662040475492,0.14093379595245087"
301382,40-64,female,majority,1,1,upper class,0.6937274220289591,yes,after 2015,yes,no,32765,11697.003206900365,sedan,0,0,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,"0.0,1.0,0.0",1.0,1.0,1.0,0.0,1.0,1.0,"1.0,0.0,0.0",0.0,"0.0,1.0,0.0","0.6937274220289591,11697.003206900365,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0","15.614143684796735,4.385856315203265","0.7807071842398368,0.21929281576016324"
301662,26-39,female,majority,1,1,working class,0.4966346372552317,yes,before 2015,no,no,10238,12000.0,sedan,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,"1.0,0.0,0.0",1.0,1.0,1.0,0.0,1.0,0.0,"0.0,0.0,0.0",1.0,"1.0,0.0,0.0","0.4966346372552317,12000.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0","8.752173358229479,11.247826641770523","0.43760866791147396,0.5623913320885261"
301838,26-39,female,majority,2,1,working class,0.4294617799119659,no,before 2015,no,no,10238,16000.0,sedan,0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,"1.0,0.0,0.0",1.0,1.0,0.0,0.0,1.0,0.0,"0.0,0.0,0.0",1.0,"1.0,0.0,0.0","0.4294617799119659,16000.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0","14.823788358438852,5.1762116415611485","0.7411894179219426,0.2588105820780574"
302006,26-39,female,majority,2,1,upper class,0.614557827125036,yes,before 2015,yes,yes,10238,9000.0,sedan,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1.0,0.0,0.0",1.0,1.0,1.0,1.0,1.0,1.0,"1.0,0.0,0.0",1.0,"1.0,0.0,0.0","0.614557827125036,9000.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0","17.139361685158235,2.8606383148417613","0.8569680842579119,0.1430319157420881"
302233,40-64,female,majority,3,1,upper class,0.634296736687498,yes,before 2015,yes,yes,21217,12000.0,sedan,1,0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,"0.0,1.0,0.0",1.0,1.0,1.0,1.0,1.0,1.0,"1.0,0.0,0.0",1.0,"0.0,0.0,0.0","0.634296736687498,12000.0,1.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0","17.850506831729643,2.1494931682703595","0.892525341586482,0.10747465841351796"
302503,65+,female,majority,4,1,upper class,0.5676115625442515,yes,before 2015,yes,yes,10238,11000.0,sedan,2,0,2,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0.0,0.0,0.0",1.0,1.0,1.0,1.0,1.0,1.0,"1.0,0.0,0.0",1.0,"1.0,0.0,0.0","0.5676115625442515,11000.0,2.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0","18.256789158785963,1.7432108412140368","0.9128394579392982,0.08716054206070184"
303443,65+,female,majority,1,2,upper class,0.532484745593896,yes,before 2015,yes,yes,10238,11000.0,sedan,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0.0,0.0,0.0",1.0,1.0,1.0,1.0,1.0,1.0,"1.0,0.0,0.0",1.0,"1.0,0.0,0.0","0.532484745593896,11000.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0","11.877040174576186,8.122959825423816","0.5938520087288093,0.40614799127119083"
303552,26-39,female,majority,2,1,middle class,0.469221801432757,yes,before 2015,no,no,32765,11697.003206900365,sedan,2,0,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,"1.0,0.0,0.0",1.0,1.0,1.0,0.0,1.0,0.0,"0.0,1.0,0.0",1.0,"0.0,1.0,0.0","0.469221801432757,11697.003206900365,2.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0","16.790383234098908,3.2096167659010924","0.8395191617049453,0.1604808382950546"
304497,65+,male,majority,4,2,upper class,0.6002606708399577,yes,before 2015,yes,yes,10238,10000.0,sedan,4,0,1,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0.0,0.0,0.0",0.0,1.0,1.0,1.0,1.0,1.0,"1.0,0.0,0.0",1.0,"1.0,0.0,0.0","0.6002606708399577,10000.0,4.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0","18.251281045965417,1.7487189540345813","0.9125640522982709,0.08743594770172906"
304719,65+,female,majority,4,1,upper class,0.5397957091782065,yes,before 2015,yes,yes,10238,8000.0,sedan,4,1,5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0.0,0.0,0.0",1.0,1.0,1.0,1.0,1.0,1.0,"1.0,0.0,0.0",1.0,"1.0,0.0,0.0","0.5397957091782065,8000.0,4.0,1.0,5.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0","18.256789158785963,1.7432108412140368","0.9128394579392982,0.08716054206070184"
304877,26-39,female,majority,2,1,working class,0.5461828207501663,no,after 2015,no,no,32765,11000.0,sedan,2,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,"1.0,0.0,0.0",1.0,1.0,0.0,0.0,1.0,0.0,"0.0,0.0,0.0",0.0,"0.0,1.0,0.0","0.5461828207501663,11000.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0","14.276287415228348,5.72371258477165","0.7138143707614175,0.28618562923858254"
305388,40-64,male,majority,1,2,upper class,0.5253374353831595,yes,after 2015,yes,yes,10238,12000.0,sedan,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"0.0,1.0,0.0",0.0,1.0,1.0,1.0,1.0,1.0,"1.0,0.0,0.0",0.0,"1.0,0.0,0.0","0.5253374353831595,12000.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0","15.678318737823284,4.321681262176718","0.7839159368911641,0.21608406310883588"
308272,40-64,male,majority,1,2,upper class,0.5444952975921098,yes,after 2015,yes,yes,10238,13000.0,sedan,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"0.0,1.0,0.0",0.0,1.0,1.0,1.0,1.0,1.0,"1.0,0.0,0.0",0.0,"1.0,0.0,0.0","0.5444952975921098,13000.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0","15.678318737823284,4.321681262176718","0.7839159368911641,0.21608406310883588"
308876,40-64,female,majority,2,2,upper class,0.5158128096027909,yes,before 2015,no,no,10238,13000.0,sedan,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"0.0,1.0,0.0",1.0,1.0,1.0,0.0,1.0,0.0,"1.0,0.0,0.0",1.0,"1.0,0.0,0.0","0.5158128096027909,13000.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0","16.80742797335719,3.1925720266428135","0.8403713986678593,0.15962860133214066"
309006,40-64,female,minority,3,0,working class,0.3563305303139126,yes,before 2015,no,yes,10238,10000.0,sedan,1,0,6,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,"0.0,1.0,0.0",1.0,0.0,1.0,1.0,1.0,0.0,"0.0,0.0,0.0",1.0,"1.0,0.0,0.0","0.3563305303139126,10000.0,1.0,0.0,6.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0","17.69592978843518,2.3040702115648166","0.8847964894217591,0.11520351057824085"
309217,26-39,female,majority,1,1,upper class,0.7124443067499009,yes,after 2015,no,no,10238,15000.0,sedan,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,"1.0,0.0,0.0",1.0,1.0,1.0,0.0,1.0,0.0,"1.0,0.0,0.0",0.0,"1.0,0.0,0.0","0.7124443067499009,15000.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0","15.755408502829107,4.244591497170892","0.7877704251414553,0.2122295748585446"
309491,40-64,female,majority,2,1,working class,0.4239258564525829,no,before 2015,yes,yes,10238,11000.0,sedan,2,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,"0.0,1.0,0.0",1.0,1.0,0.0,1.0,1.0,1.0,"0.0,0.0,0.0",1.0,"1.0,0.0,0.0","0.4239258564525829,11000.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0","17.373595148812726,2.6264048511872766","0.8686797574406361,0.1313202425593638"
309530,16-25,female,majority,1,0,working class,0.3017461444213115,yes,after 2015,yes,no,10238,11697.003206900365,sedan,0,0,0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,"0.0,0.0,1.0",1.0,1.0,1.0,0.0,1.0,1.0,"0.0,0.0,0.0",0.0,"1.0,0.0,0.0","0.3017461444213115,11697.003206900365,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0","11.235084979650289,8.76491502034971","0.5617542489825145,0.4382457510174855"
309619,40-64,male,majority,2,2,middle class,0.5158128096027909,no,after 2015,yes,no,10238,16000.0,sedan,1,2,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,"0.0,1.0,0.0",0.0,1.0,0.0,0.0,1.0,1.0,"0.0,1.0,0.0",0.0,"1.0,0.0,0.0","0.5158128096027909,16000.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0","16.371530119874574,3.6284698801254267","0.8185765059937287,0.18142349400627134"
310357,16-25,female,majority,1,0,poverty,0.252620867950833,yes,before 2015,yes,no,32765,9000.0,sedan,0,0,0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,"0.0,0.0,1.0",1.0,1.0,1.0,0.0,1.0,1.0,"0.0,0.0,1.0",1.0,"0.0,1.0,0.0","0.252620867950833,9000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0","7.668909474401045,12.331090525598958","0.38344547372005217,0.6165545262799478"
310737,16-25,female,majority,1,1,poverty,0.28595112820284097,no,before 2015,no,yes,10238,11697.003206900365,sedan,0,0,0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,"0.0,0.0,1.0",1.0,1.0,0.0,1.0,1.0,0.0,"0.0,0.0,1.0",1.0,"1.0,0.0,0.0","0.28595112820284097,11697.003206900365,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0","3.6322688001811025,16.3677311998189","0.18161344000905513,0.8183865599909449"
310896,26-39,male,majority,2,0,poverty,0.3412134704538641,no,before 2015,no,no,10238,11000.0,sedan,0,0,2,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,"1.0,0.0,0.0",0.0,1.0,0.0,0.0,1.0,0.0,"0.0,0.0,1.0",1.0,"1.0,0.0,0.0","0.3412134704538641,11000.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0","11.536206110374634,8.463793889625363","0.5768103055187318,0.4231896944812682"
311129,16-25,female,minority,1,0,working class,0.2882838020562417,yes,after 2015,no,no,32765,12000.0,sedan,0,0,0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,"0.0,0.0,1.0",1.0,0.0,1.0,0.0,1.0,0.0,"0.0,0.0,0.0",0.0,"0.0,1.0,0.0","0.2882838020562417,12000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0","11.352876258888468,8.64712374111153","0.5676438129444235,0.4323561870555765"
311662,16-25,male,majority,1,0,poverty,0.2730959922696246,no,before 2015,no,yes,10238,14000.0,sedan,0,0,0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,"0.0,0.0,1.0",0.0,1.0,0.0,1.0,1.0,0.0,"0.0,0.0,1.0",1.0,"1.0,0.0,0.0","0.2730959922696246,14000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0","3.0258740999788762,16.974125900021125","0.15129370499894382,0.8487062950010562"
311831,40-64,male,majority,3,2,upper class,0.4162840973092876,yes,after 2015,no,yes,32765,11000.0,sedan,7,2,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,"0.0,1.0,0.0",0.0,1.0,1.0,1.0,1.0,0.0,"1.0,0.0,0.0",0.0,"0.0,1.0,0.0","0.4162840973092876,11000.0,7.0,2.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0","17.315190733938348,2.684809266061651","0.8657595366969174,0.13424046330308254"
311880,16-25,male,majority,1,0,poverty,0.33579696992822217,no,before 2015,no,no,32765,11697.003206900365,sedan,0,0,0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,"0.0,0.0,1.0",0.0,1.0,0.0,0.0,1.0,0.0,"0.0,0.0,1.0",1.0,"0.0,1.0,0.0","0.33579696992822217,11697.003206900365,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0","3.2287317874618346,16.771268212538168","0.16143658937309172,0.8385634106269082"
311925,40-64,female,majority,3,2,upper class,0.6922263720357502,yes,before 2015,yes,yes,10238,13000.0,sedan,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0.0,1.0,0.0",1.0,1.0,1.0,1.0,1.0,1.0,"1.0,0.0,0.0",1.0,"1.0,0.0,0.0","0.6922263720357502,13000.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0","16.995197077307274,3.00480292269273","0.8497598538653636,0.15024014613463646"
313208,26-39,male,minority,2,1,working class,0.5192250173065179,yes,before 2015,no,no,32765,11000.0,sedan,1,0,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,"1.0,0.0,0.0",0.0,0.0,1.0,0.0,1.0,0.0,"0.0,0.0,0.0",1.0,"0.0,1.0,0.0","0.5192250173065179,11000.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0","15.953211397618324,4.046788602381676","0.7976605698809162,0.2023394301190838"
313691,40-64,male,minority,3,2,upper class,0.8564629599734954,yes,after 2015,no,yes,10238,12000.0,sedan,8,0,4,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,"0.0,1.0,0.0",0.0,0.0,1.0,1.0,1.0,0.0,"1.0,0.0,0.0",0.0,"1.0,0.0,0.0","0.8564629599734954,12000.0,8.0,0.0,4.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0","18.38147440962429,1.6185255903757114","0.9190737204812145,0.08092627951878557"
313846,16-25,male,majority,1,1,poverty,0.370017847681722,no,before 2015,no,no,32765,10000.0,sedan,0,0,0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,"0.0,0.0,1.0",0.0,1.0,0.0,0.0,1.0,0.0,"0.0,0.0,1.0",1.0,"0.0,1.0,0.0","0.370017847681722,10000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0","3.2772404216847546,16.722759578315245","0.16386202108423772,0.8361379789157622"
314104,26-39,male,majority,1,1,working class,0.4689000702579813,yes,before 2015,yes,yes,32765,7000.0,sedan,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,"1.0,0.0,0.0",0.0,1.0,1.0,1.0,1.0,1.0,"0.0,0.0,0.0",1.0,"0.0,1.0,0.0","0.4689000702579813,7000.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0","9.166579215932286,10.833420784067714","0.4583289607966143,0.5416710392033857"
314395,65+,female,majority,3,1,upper class,0.3812423915312549,no,after 2015,yes,yes,10238,16000.0,sedan,1,0,0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"0.0,0.0,0.0",1.0,1.0,0.0,1.0,1.0,1.0,"1.0,0.0,0.0",0.0,"1.0,0.0,0.0","0.3812423915312549,16000.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0","17.055616039318174,2.9443839606818267","0.8527808019659087,0.14721919803409134"
314728,40-64,male,majority,3,2,upper class,0.5480331630473241,yes,before 2015,yes,yes,10238,13000.0,sedan,0,1,5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0.0,1.0,0.0",0.0,1.0,1.0,1.0,1.0,1.0,"1.0,0.0,0.0",1.0,"1.0,0.0,0.0","0.5480331630473241,13000.0,0.0,1.0,5.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0","18.135137884258572,1.8648621157414293","0.9067568942129286,0.09324310578707147"
315441,16-25,male,majority,1,2,working class,0.4760320342290617,no,before 2015,no,no,21217,13000.0,sedan,0,0,0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,3.0,1.0,"0.0,0.0,1.0",0.0,1.0,0.0,0.0,1.0,0.0,"0.0,0.0,0.0",1.0,"0.0,0.0,0.0","0.4760320342290617,13000.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0","3.871107772475965,16.128892227524034","0.19355538862379823,0.8064446113762017"
316348,26-39,male,minority,2,2,middle class,0.4441523710087175,yes,before 2015,no,yes,32765,11000.0,sedan,4,0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,"1.0,0.0,0.0",0.0,0.0,1.0,1.0,1.0,0.0,"0.0,1.0,0.0",1.0,"0.0,1.0,0.0","0.4441523710087175,11000.0,4.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0","16.821825199547842,3.1781748004521564","0.8410912599773921,0.15890874002260783"
316568,40-64,male,majority,2,2,upper class,0.6828299097090305,yes,before 2015,no,yes,10238,12000.0,sedan,1,0,2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"0.0,1.0,0.0",0.0,1.0,1.0,1.0,1.0,0.0,"1.0,0.0,0.0",1.0,"1.0,0.0,0.0","0.6828299097090305,12000.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0","18.071799238785747,1.9282007612142538","0.9035899619392873,0.09641003806071269"
316586,40-64,male,majority,3,2,upper class,0.5190666772069142,yes,before 2015,yes,yes,10238,11000.0,sedan,1,0,5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0.0,1.0,0.0",0.0,1.0,1.0,1.0,1.0,1.0,"1.0,0.0,0.0",1.0,"1.0,0.0,0.0","0.5190666772069142,11000.0,1.0,0.0,5.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0","18.38406353070143,1.6159364692985745","0.9192031765350713,0.08079682346492871"
317463,16-25,female,majority,1,2,middle class,0.5166275624988707,yes,before 2015,yes,yes,32765,11000.0,sports car,0,0,0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,"0.0,0.0,1.0",1.0,1.0,1.0,1.0,0.0,1.0,"0.0,1.0,0.0",1.0,"0.0,1.0,0.0","0.5166275624988707,11000.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0","8.614793617477908,11.385206382522094","0.43073968087389536,0.5692603191261048"
320560,40-64,male,majority,3,1,upper class,0.6695619712687617,yes,after 2015,yes,yes,10238,7000.0,sedan,4,0,5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"0.0,1.0,0.0",0.0,1.0,1.0,1.0,1.0,1.0,"1.0,0.0,0.0",0.0,"1.0,0.0,0.0","0.6695619712687617,7000.0,4.0,0.0,5.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0","18.57104547698263,1.42895452301737","0.9285522738491314,0.0714477261508685"
320695,65+,male,majority,4,1,upper class,0.7503572767842781,no,before 2015,no,yes,32765,12000.0,sedan,6,2,1,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"0.0,0.0,0.0",0.0,1.0,0.0,1.0,1.0,0.0,"1.0,0.0,0.0",1.0,"0.0,1.0,0.0","0.7503572767842781,12000.0,6.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0","17.62603117568734,2.3739688243126587","0.8813015587843671,0.11869844121563293"
